NAME;ZUSATZ;ORT;GEOGRAPHISCHE BREITE;GEOGRAPHISCHE LAENGE
RP-039;VOR DEM BUSCH;Born;49.76545;6.50227
RP-040;BORNER BUSCH;Born;49.7688;6.50011
RP-041;BORNER BUSCH;Born;49.76946;6.49425
RP-042;AICHHELZ;Girst;49.7725;6.48665
RP-043;HINKELTER BESCH;Rosport-Mompach (G);49.77215;6.5087
RP-044;AM LIH;Girst;49.77447;6.49945
RP-045;GIISCHTERBAACH;Girst;49.77521;6.49275
RP-046;AICHHELZ;Girst;49.77787;6.49005
RP-047;OP MESSEL;Rosport-Mompach (G);49.78093;6.48698
RP-048;AM GIER;Rosport-Mompach (G);49.78376;6.48105
RP-049;HECKEBESCH;Rosport-Mompach (G);49.77953;6.48386
RP-050;EMBIERG;Luxembourg Land;49.77748;6.49921
RP-051;AM BESCHELCHEN;Rosport-Mompach (G);49.78291;6.50516
RP-052;OP MESSEL;Girsterklaus;49.78437;6.4964
RP-053;UM SEES;Girsterklaus;49.78573;6.49527
RP-054;OP DER DOMP;Girsterklaus;49.78456;6.4997
RP-055;ENNER EM LEITISCHBESCH;Rosport-Mompach (G);49.79161;6.5048
RP-056;ENNER EM GEESCHTER BESCH;Rosport;49.79136;6.50132
RP-057;GEESCHTER BESCH;Rosport-Mompach (G);49.79473;6.49426
RP-058;OP DER BAACH;Rosport-Mompach (G);49.80304;6.49608
RP-059;IWER DEM WANGERTSWEE;Rosport;49.79927;6.51065
RP-060;IEWESCHT UECHT;Steinheim;49.81742;6.47531
RP-061;HELT;Rosport;49.80802;6.5192
RP-062;HOWALD;Rosport-Mompach (G);49.7983;6.4847
RP-063;HOWALD;Rosport-Mompach (G);49.79425;6.48132
RP-064;HOWALD;Rosport-Mompach (G);49.79243;6.47429
RP-065;HOWALD;Rosport-Mompach (G);49.79775;6.47221
RP-066;TAUBESCH;Rosport-Mompach (G);49.80999;6.48933
RP-067;WAITESCHWEE;Steinheim;49.81346;6.46887
RP-068;IN WANN;Luxembourg Land;49.80783;6.45287
RP-069;BARWENKEL;Steinheim;49.81611;6.46616
RP-070;WAITESCHWEE;Steinheim;49.81446;6.46961
SA-001;Boschleck;Schwebach;49.74905;5.968
SA-002;Jungenbusch;Saeul (G);49.74678;5.98151
SA-003;Beim Kurtbusch;Schwebach;49.73968;5.95488
SA-004;Lempels;Saeul (G);49.74169;5.9842
SA-005;In der Klaus;Kapweiler;49.73533;5.95339
SA-006;Hassel;Calmus;49.73096;5.94632
SA-007;Ditzebierg;Luxembourg Land;49.72985;5.9715
SA-008;Ditzebierg;Saeul (G);49.73178;5.98109
SA-009;Kohlenberg;Calmus;49.72589;5.97123
SA-010;An der Herel;Luxembourg Land;49.72762;5.97995
SA-011;In Hamm;Luxembourg Land;49.72854;5.99849
SA-012;Im Rohr;Ehner;49.72161;5.9485
SA-013;Am Dallbierg;Luxembourg Land;49.72287;5.97265
SA-014;Am Dallbierg;Luxembourg Land;49.72148;5.97231
SA-015;Am Dallbierg;Luxembourg Land;49.72378;5.98933
SA-016;Tentenerpfad;Luxembourg Land;49.72532;5.99503
SA-017;Tentenerpfad;Luxembourg Land;49.72418;5.99694
SA-018;Letzert;Ehner;49.71211;5.93622
SA-019;Galgenbierg;Luxembourg Land;49.7133;5.95109
SA-020;Leichenhoehl;Luxembourg Land;49.71491;5.95959
SA-021;Bockols;Ehner;49.71018;5.93391
SA-022;Takenberg;Ehner;49.70773;5.93588
SA-023;Auf Remescht;Luxembourg Land;49.70864;5.94397
SA-024;Galgenberg;Luxembourg Land;49.71002;5.94941
SE-001;An der F ls;Schengen;49.4634;6.3638
SE-002;An der F ls;Schengen;49.4661;6.3626
SE-003;Markusberg;Schengen;49.4708;6.3576
SE-004;Heed;Schengen;49.473;6.35
SE-005;Grouf;Schengen (G);49.4752;6.3386
SE-006;Grouf;Schengen;49.4784;6.3445
SE-007;Grouf;Remerschen;49.4806;6.3519
SE-008;Hommelsb sch;Wintrange;49.5097;6.3361
SE-009;Hommelsb sch;Schwebsange;49.5148;6.3457
SE-010;Reef;Schwebsange;49.5173;6.3401
SE-011;Reef;Schwebsange;49.5166;6.3382
SE-012;Elw nger Gemengeb sch;Elvange (Mondorf);49.5126;6.3324
SE-013;Elw nger Gemengeb sch;Wellenstein;49.5251;6.3293
SE-014;Elw nger Gemengeb sch;Wellenstein;49.5241;6.3252
SE-015;Dolter;Schengen (G);49.4989;6.3358
SE-016;Elw nger Gemengeb sch;Wellenstein;49.5151;6.3238
SE-017;Elw nger Gemengeb sch;Wellenstein;49.5163;6.3227
SE-018;Elw nger Gemengeb sch;Wellenstein;49.5181;6.3193
SE-019;Ell ngerb sch;Wellenstein;49.5227;6.3212
SE-020;Ell ngerb sch;Bech-Kleinmacher;49.5272;6.3327
SE-021;Ell ngerb sch;Ellange;49.5235;6.3145
SE-022;Ell ngerb sch;Luxembourg Land;49.5258;6.3097
SE-023;Hessl ngerb sch;Ellange;49.5291;6.3041
SE-024;Stengenerb sch;Ellange;49.5318;6.2707
SE-025;Stengenerb sch;Dalheim;49.533;6.2653
SE-026;Stengenerb sch;Luxembourg Land;49.5261;6.2611
SE-027;Stengenerb sch;Luxembourg Land;49.5274;6.2655
SE-028;Stengenerb sch;Luxembourg Land;49.5263;6.265
SE-029;Wouer;Mondorf-les-Bains;49.5176;6.277
SE-030;Wouer;Mondorf-les-Bains;49.5146;6.2785
SE-031;Wouer;Mondorf-les-Bains;49.5196;6.2854
SE-032;Wouer;Luxembourg Land;49.5226;6.281
SE-033;Hilt ngerb sch;Mondorf-les-Bains;49.5087;6.2995
SE-034;Dolter;Schengen (G);49.5003;6.3319
SE-035;Dolter;Wintrange;49.496;6.337
SE-036;Dolter;Wintrange;49.4968;6.3447
SE-037;Ell ngerb sch;Ellange;49.5262;6.3182
SE-038;Scheierdellen;Erpeldange (Bous);49.5299;6.3232
SE-039;Scheierdellen;Erpeldange (Bous);49.53;6.3282
SI-001;LOH;Schieren;49.83684;6.11922
SI-002;IN DER GEBRANNTER SANG;Schieren;49.83131;6.11108
SI-003;BACH AUS;Luxembourg Land;49.82979;6.11519
SI-004;MANERTSLOCH;Luxembourg Land;49.83242;6.12233
SI-005;AUF SCHMITZBERG;Luxembourg Land;49.83068;6.12901
SI-006;AUF DEM SCHESSEL;Luxembourg Land;49.83388;6.1349
SI-007;AUF DEM KIESEL;Luxembourg Land;49.83204;6.14623
SI-008;SEITERT;Luxembourg Land;49.82627;6.13548
SI-009;SEITERT;Luxembourg Land;49.8252;6.12016
SI-010;JUNGENBUSCH;Schieren;49.81764;6.12157
SI-011;LANGERT;Luxembourg Land;49.81399;6.10789
SI-012;LANGERT;Luxembourg Land;49.81541;6.10139
SI-013;AM GAPP;Schieren;49.82145;6.09967
SL-001;Biergerkraiz;Steinsel;49.67936;6.20648
SL-002;Ielzert;Steinsel;49.68579;6.20245
SL-003;Letzebuerger Wee;Steinsel;49.67057;6.19336
SL-004;Schetzelklaus;Steinsel;49.66748;6.19222
SL-005;Schetzelbaach;Steinsel;49.66928;6.1811
SL-006;Dauwebuer;Steinsel;49.67514;6.18469
SL-007;Salzlecken;Steinsel;49.67369;6.1902
SL-008;Aarbeschterhaischen Gatter;Steinsel;49.68041;6.19257
SL-009;Dauwebur;Steinsel;49.67817;6.18569
SL-010;Juddesbierg;Steinsel;49.68211;6.18511
SL-011;Spatzlee;Steinsel;49.68116;6.17752
SL-012;Rengelbaach;Steinsel;49.68084;6.17289
SL-013;Houschend;Steinsel;49.67519;6.17191
SL-014;Kaschtewiss;Steinsel;49.67364;6.17519
SL-015;Hambiersknupp;Steinsel;49.67109;6.17151
SL-016;Prinzessinneneechen;Steinsel;49.67011;6.16635
SL-017;Meegronn;Steinsel;49.66811;6.16096
SL-018;Kutschewee;Steinsel;49.6661;6.17073
SL-019;Klengewald;Steinsel;49.67986;6.16239
SL-020;Stafelter;Steinsel;49.65897;6.17279
SL-021;Doudeg Fra;Steinsel;49.66192;6.16481
SL-022;Routbreschten;Steinsel;49.64894;6.15978
SL-023;Ditgesbaach;Steinsel;49.66171;6.1806
SL-024;Glecht;Luxembourg Land;49.6681;6.1518
SL-025;Gappkaulen;Luxembourg Land;49.66764;6.146
SL-026;Hunnebierg;Luxembourg Land;49.67093;6.149
SL-027;Heeschdreferbierg;Luxembourg Land;49.67782;6.15129
SL-028;Romescht;Steinsel;49.68837;6.11561
SL-029;Hungsbierg;Steinsel;49.68434;6.1139
SL-030;Suel;Steinsel;49.68575;6.10505
SL-031;Rannerpad;Steinsel;49.67843;6.11529
SL-032;Trimmparcours;Steinsel;49.67904;6.11064
SL-033;Schankegronn;Steinsel;49.68506;6.09156
SL-034;Milltchen;Steinsel;49.6779;6.09664
SL-035;Schmitzgronn;Steinsel;49.67978;6.08986
SL-036;Pilleweer;Steinsel;49.67185;6.10126
SL-037;Well Sau;Steinsel;49.6669;6.10574
SL-038;Scheisselbesch;Steinsel;49.67247;6.11665
SR-001;Strasserbusch;Strassen;49.63437;6.07067
SR-002;Strasserbusch;Strassen;49.63754;6.06888
SR-003;Strasserbusch;Strassen;49.6413;6.06777
SR-004;Strasserbusch;Strassen;49.64152;6.07546
SR-005;Strasserbusch;Strassen;49.64744;6.07652
SR-006;Strasserbusch;Strassen;49.65035;6.07841
SR-007;Strasserbusch;Strassen;49.65204;6.07354
SR-008;Strasserbusch;Strassen;49.65561;6.07256
SR-009;Strasserbusch;Strassen;49.65187;6.06153
SR-010;Strasserbusch;Strassen;49.64803;6.06229
SR-011;Strasserbusch;Strassen;49.64068;6.04829
SR-012;Strasserbusch;Strassen;49.63979;6.05699
SR-013;Strasserbusch;Strassen;49.63708;6.06542
SR-014;Strasserbusch;Strassen;49.63274;6.05282
SR-015;Strasserbusch;Strassen;49.62826;6.04575
ST-001;Heedknapp;Steinfort;49.6691;5.9017
ST-002;Schwaarzenhaff;Steinfort;49.6687;5.9094
ST-003;Schliekebesch;Steinfort;49.6546;5.906
ST-004;Schliekebesch;Steinfort;49.653;5.9127
ST-005;Faascht;Hagen;49.6424;5.9482
ST-006;Keibreck;Garnich;49.6346;5.9426
SW-001;Cimetiere militaire americain;Luxembourg Land;49.6135;6.1868
SW-002;Scheedbesch;Luxembourg Land;49.6101;6.1986
SW-003;Birelergronn;Luxembourg Land;49.6232;6.2228
SW-004;Birelergronn;Luxembourg Land;49.6241;6.2279
SW-005;Waltebesch;Neuhausgen;49.6297;6.2357
SW-006;Waltebesch;Neuhausgen;49.6318;6.2408
SW-007;Mensterbesch;Senningerberg;49.6412;6.2316
US-001;Hunsdorf;Rippweiler;49.75126;5.93961
VE-001;LANGEN HAIDBUESCH;Stegen;49.82352;6.15958
VE-002;AUF DEM WELKESCHGRUENDCHEN;Medernach;49.81273;6.19377
VE-003;RONNENBUSCH;Luxembourg Land;49.80108;6.20104
VE-004;IM KANSDRIESCH;Medernach;49.80183;6.21513
VE-005;BEI DER OHLIGSMUEHLE;Medernach;49.80008;6.21597
VE-006;AUF UNTERST KENGERT;Luxembourg Land;49.79799;6.20519
VE-007;OBERSTEN BUSCH;Vallee de l'Ernz (G);49.80672;6.22803
VE-008;OLSTER;Vallee de l'Ernz (G);49.82337;6.25075
VE-009;SCHMALEN WALD;Vallee de l'Ernz (G);49.81099;6.23667
VE-010;BEIM MOSERHOF;Folkendange;49.85009;6.2062
VE-011;GAERDERHAIDE;Vallee de l'Ernz (G);49.83368;6.23217
VE-012;IN DER TRAET;Vallee de l'Ernz (G);49.82635;6.22599
VE-013;IN DER SPITZLEY;Luxembourg Land;49.84567;6.26189
VE-014;AUF ZERENFELD;Eppeldorf;49.83399;6.24916
VE-015;IN DEN LANGEN WIESEN;Medernach;49.80882;6.20194
VE-016;HINTER DER STROOS;Vallee de l'Ernz (G);49.84332;6.23437
VE-017;ESSELBOUR;Vallee de l'Ernz (G);49.82849;6.25216
VE-018;IM KITZEBOUR;Medernach;49.79345;6.23955
VE-019;UNTEN IN OILTGERT;Stegen;49.83443;6.16672
VE-020;IM EICHELS;Stegen;49.83591;6.17151
VE-021;SCHAARGRUENDCHEN;Vallee de l'Ernz (G);49.84081;6.22156
VE-022;AUF BUNTERHOECHT;Ermsdorf;49.83591;6.21552
VE-023;WAEHSSERT;Ermsdorf;49.82821;6.20751
VE-024;IN WALDBUSCH;Medernach;49.80259;6.20928
VE-025;IN DER DIEFFENBACH;Vallee de l'Ernz (G);49.82289;6.21668
VE-026;SEITERT;Vallee de l'Ernz (G);49.81983;6.20736
VE-027;SEITERT;Vallee de l'Ernz (G);49.82439;6.21173
VE-028;SEITERT;Vallee de l'Ernz (G);49.82054;6.19502
VE-029;SEITERT;Vallee de l'Ernz (G);49.81777;6.19936
VE-030;AUF DER LOCK;Medernach;49.80655;6.19288
VE-031;VOR LANGERT;Medernach;49.80586;6.20608
VE-032;Kengert;Luxembourg Land;49.80126;6.20697
VE-033;Kengert;Luxembourg Land;49.79711;6.21192
VE-034;IN DER HASEN WIESE;Luxembourg Land;49.80322;6.21972
VE-035;AUF FOMELESCHT;Medernach;49.79713;6.22634
VE-036;IN WATSCHENT;Medernach;49.80074;6.22814
VE-037;SCHMALEN WALD;Medernach;49.80905;6.22847
VE-038;IN DEN THEILEN;Medernach;49.80148;6.23536
VE-039;OBERSTEN BUSCH;Medernach;49.80617;6.21813
VE-040;AUF PLOISCHET;Luxembourg Land;49.85161;6.25626
VE-041;WELCHENBUESCH;Vallee de l'Ernz (G);49.82657;6.23721
VE-042;OBEN IM GRUND;Eppeldorf;49.83355;6.23834
VE-043;ESSELBOUR BEI ELTESCHMOOR;Beaufort;49.841;6.26574
VE-044;IM HASSELBERG;Luxembourg Land;49.84225;6.1644
VE-045;Biewert;Luxembourg Land;49.83224;6.1492
VE-046;WINSHECK;Stegen;49.82279;6.16431
VE-047;BEI DER SEITERT;Stegen;49.82331;6.1801
VE-048;TODENTHAL;Vallee de l'Ernz (G);49.82638;6.19199
VE-049;AUF HIERCHENBACH;Luxembourg Land;49.8315;6.19078
VE-050;WEIMELESCHTERKNAPP;Vallee de l'Ernz (G);49.81936;6.22724
WA-001;Auf dem kleinen Busch;Buschrodt;49.81876;5.94491
WA-002;Untersten Grund;Wahl;49.82283;5.94572
WA-003;Birkenkoepchen;Buschrodt;49.82797;5.93742
WA-004;Massebuesch;Buschrodt;49.83193;5.92777
WA-005;Birkenknoepchen;Buschrodt;49.83542;5.93163
WA-006;Froen;Grosbous-Wahl (G);49.84011;5.9303
WA-007;Hohbusch;Wahl;49.83677;5.91645
WA-008;Gemeinebusch;Wahl;49.82616;5.91025
WA-009;Gemeinebusch;Wahl;49.82311;5.90722
WA-010;Gemeinebusch;Wahl;49.82913;5.90616
WA-011;Gewann;Wahl;49.83222;5.89445
WA-012;In der Birk;Wahl;49.83076;5.88719
WA-013;Vogelsang;Wahl;49.83778;5.88815
WA-014;Oschpelt;Wahl;49.84159;5.88896
WA-015;In der Gewann;Grevels (Wahl);49.84896;5.90471
WA-016;Altenwald;Heispelt;49.85056;5.87831
WA-017;Auf Hasselt;Heispelt;49.85806;5.88754
WA-018;Uotschenbour;Kuborn;49.86365;5.8971
WA-019;Huehnerschnaepchen;Kuborn;49.86662;5.91506
WA-020;In Rohmescht;Kuborn;49.86855;5.8938
WA-021;Auf dem Han;Kuborn;49.87346;5.90809
WA-022;Auf den Buescher;Kuborn;49.88285;5.89914
WF-001;Faulsang;Helmsange;49.6654;6.1458
WF-002;Bei Ginterhals;Luxembourg Land;49.6634;6.1582
WF-003;Gruenenwald;Niederanven (G);49.6618;6.1648
WF-004;Auf der Heidchen;Walferdange (G);49.6659;6.1508
WF-005;Beim Bour;Walferdange (G);49.6616;6.1471
WF-006;In der Bruechel;Walferdange (G);49.6593;6.1478
WF-007;Im Obersten Grund;Walferdange;49.6542;6.1432
WF-008;Auf Walferberg;Luxembourg Land;49.6555;6.1559
WF-009;In den Geizen;Bereldange;49.6557;6.1137
WF-010;Beim Bour;Bereldange;49.6532;6.1091
WF-011;Beim Bour;Luxembourg Land;49.65015;6.11212
WF-012;Im Hunnenberg;Bereldange;49.6554;6.1033
WF-013;Im Grund;Luxembourg Land;49.6497;6.1037
WI-001;;Wiltz;49.94927;5.88847
WI-002;;Wiltz;49.95093;5.89331
WI-003;;Wiltz;49.95547;5.88932
WI-004;;Roullingen;49.94271;5.91788
WI-005;;Roullingen;49.94225;5.92805
WI-006;;Luxembourg Land;49.94277;5.95087
WI-007;;Wiltz;49.95538;5.94415
WI-008;;Wiltz;49.95912;5.94242
WI-009;;Lameschmillen (Wiltz);49.96438;5.90565
WI-010;;Niederwiltz;49.97548;5.92695
WI-011;;Niederwiltz;49.97552;5.92899
WI-012;;Niederwiltz;49.97913;5.92523
WI-013;;Weidingen (Wiltz);49.97808;5.93441
WI-014;;Niederwiltz;49.98293;5.92737
WI-015;;Tutschemillen;49.96544;5.95341
WI-016;;Erpeldange (Eschweiler);49.96982;5.94613
WI-017;;Erpeldange (Eschweiler);49.9677;5.96057
WI-018;;Erpeldange (Eschweiler);49.97368;5.9539
WI-019;;Eschweiler-Halte;49.98196;5.96496
WI-020;;Eschweiler-Halte;49.98316;5.96877
WI-021;;Erpeldange (Eschweiler);49.98325;5.95107
WI-022;;Eschweiler (Wiltz);49.99287;5.92639
WI-023;;Eschweiler (Wiltz);49.99593;5.93609
WI-024;;Knaphoscheid;50.00574;5.95997
WI-025;;Eschweiler (Wiltz);50.01094;5.93088
WI-026;;Selscheid;50.02003;5.93774
WI-027;;Selscheid;50.01713;5.9525
WI-028;;Knaphoscheid;50.01598;5.97673
WO-001;D ckeb sch;Luxembourg Land;49.6472;6.4275
WO-002;Scheed;Niederdonven;49.6383;6.421
WO-003;Palmberg;Ahn;49.631;6.4172
WO-004;Donwerbaach;Luxembourg Land;49.6283;6.4126
WO-005;Bitschelt;Niederdonven;49.6296;6.393
WO-006;Gouscht ngerb sch;Dreiborn;49.6204;6.3856
WO-007;Gouscht ngerb sch;Gostingen;49.6224;6.3755
WO-008;Gouscht ngerb sch;Gostingen;49.6271;6.3704
WO-009;Gouscht ngerb sch;Dreiborn;49.6277;6.379
WO-010;Weierb sch;Luxembourg Land;49.6322;6.3721
WO-011;B tingerb sch;Kapenaker;49.635;6.3674
WO-012;Weierb sch;Niederdonven;49.6363;6.3781
WO-013;Nidderdonwener B sch;Niederdonven;49.636;6.381
WO-014;Nidderdonwener B sch;Niederdonven;49.6377;6.39
WO-015;Nidderdonwener B sch;Niederdonven;49.6394;6.3884
WO-016;Weierb sch;Niederdonven;49.6393;6.3771
WO-017;Kr izb sch;Kapenaker;49.643;6.3709
WO-018;Kr izb sch;Kapenaker;49.6453;6.3641
WO-019;Kr izb sch;Kapenaker;49.6473;6.3603
WO-020;Kr izb sch;Kapenaker;49.6426;6.3568
WO-021;Kiircheb sch;Kapenaker;49.6374;6.3503
WO-022;Kallekb sch;Beyren;49.6374;6.3503
WO-023;Kallekb sch;Beyren;49.6351;6.3394
WO-024;Kazeb sch;Beyren;49.63765;6.31152
WO-025;Kazeb sch;Beyren;49.6361;6.3162
WO-026;Kazeb sch;Beyren;49.6337;6.3102
WO-027;Kazeb sch;Beyren;49.6309;6.3127
WO-028;R ib sch;Canach;49.6309;6.3127
WO-029;R ib sch;Canach;49.6109;6.2902
WS-001;Barambois;Sonlez;49.95872;5.81832
WS-002;L'eau de vie;Sonlez;49.95751;5.83045
WS-003;Halambois;Tarchamps;49.95241;5.81687
WS-004;Belcherot;Sonlez;49.95328;5.84223
WS-005;Devant le Mont;Luxembourg Land;49.9623;5.81118
WS-006;Foi de Sonlez;Luxembourg Land;49.97057;5.81533
WS-007;au dessus du Brill;Luxembourg Land;49.97084;5.82054
WS-008;Dessus Sonlez;Winseler (G);49.96865;5.82595
WS-009;Derri re le bois de Fief;Sonlez;49.97486;5.82927
WS-010;Climbois;Sonlez;49.96303;5.82918
WS-011;Gestrot;Doncols;49.97029;5.84745
WS-012;Devant Pou;Doncols;49.96564;5.84275
WS-013;Sus Bouhou;Doncols;49.96805;5.85056
WS-014;Hombernet;Pommerloch;49.96568;5.85316
WS-015;Welterschock;Berle;49.95912;5.84715
WS-016;Bamels;Luxembourg Land;49.95383;5.86451
WS-017;Espert;Berle;49.94692;5.83697
WS-018;Auf der Schleid;Berle;49.94866;5.86619
WS-019;Bei den Eichen;Berle;49.94218;5.84771
WS-020;Bremischt;Schumannseck;49.94207;5.86177
WT-001;Auf dem M hlenteich;Weiler-la-Tour;49.53395;6.2005
WT-002;Seitert;Weiler-la-Tour;49.53454;6.21297
WT-003;Seitert;Weiler-la-Tour;49.53818;6.21433
WT-004;Seitert;Weiler-la-Tour;49.54083;6.21399
WT-005;Seitert;Weiler-la-Tour;49.54328;6.20969
WT-006;Motzenaker;Weiler-la-Tour;49.56686;6.22727
WT-007;W isselt;Weiler-la-Tour;49.56403;6.20489
WT-008;W isselt;Weiler-la-Tour;49.55929;6.19854
WT-009;Loukn ppel;Weiler-la-Tour;49.55452;6.20111
WT-010;Haasselerb sch;Weiler-la-Tour;49.55663;6.19373
WT-011;Haasselerb sch;Weiler-la-Tour;49.5579;6.18238
WT-012;Jongholz;Weiler-la-Tour;49.55298;6.18896
WT-013;Birescht;Weiler-la-Tour;49.54553;6.18229
WT-014;Heed;Weiler-la-Tour;49.52584;6.17277
WT-015;H nneschteb sch;Weiler-la-Tour;49.52311;6.16606
WWP-001;Spielplatz;Weiswampach;50.13855;6.06345
WWP-002;Tretboote;Weiswampach;50.13735;6.06731
WWP-003;WC / Schleuse;Weiswampach;50.13786;6.07129
WWP-004;Parking Rock am See;Weiswampach;50.13598;6.0711
WWP-005;Festzelt / Reitplatz;Weiswampach;50.13894;6.07153
WWP-006;Liegewiese;Weiswampach;50.13882;6.0676
WWP-007;Lindenallee 1;Weiswampach;50.14074;6.06425
WWP-008;Lindenallee 2;Weiswampach;50.1429;6.0616
WWP-009;Conzefenn Insektenhotel;Weiswampach;50.14251;6.05704
WWP-010;See Fischerei;Weiswampach;50.13942;6.05904
